0,0.5
1,0.5
2,1
4, 
7, 
9, 
10,0.5
11,1
12, 
13,0.5
14, 
16,1
17,1
18, 
21,1
22,1
23,0
25,0
26, 
30,0
31,0.5
32,0.5
34,0
35,1
36,0
39, 
40,1
42,1
43,1
44, 
45, 
46,0.5
47,0
48,0.5
49, 
50,0
51,1
52,0.5
54,1
56, 
58,0
59,0.5
60,0.5
61,0.5
62, 
63,0.5
64, 
65,0.5
66,0.5
67,0.5
68,0.5
71, 
73, 
74, 
75,0
79, 
80, 
82,0.5
85, 
86,1
87,1
88,1
89, 
90,0.5
91,0
92,0.5
93,1
94, 
95,1
96, 
97,1
98,1
99, 
100,1
101,0
102,1
103,0
104,1
105,1
106,0.5
109,1
110,1
111,0.5
112,1
113,1
115, 
116,0.5
118,1
119,1
120, 
123,1
126,1
128,0
129,0.5
130,0.5
134, 
135,0.5
137, 
138,0.5
140,1
141, 
144,0.5
145, 
146,0.5
147, 
148,1
149, 
150, 
