0,1
1,1
2,0.5
3,0.5
4, 
5,0.5
6,1
7,0.5
8,1
9,1
10,1
11,0.5
12,1
13,1
14, 
15,0.5
16,0.5
17,0.5
18,1
19,0
20,0.5
21,0.5
22,1
23,0.5
26, 
27,0.5
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,0.5
37,1
38,1
39, 
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,0.5
48,0.5
49, 
50,1
51,0.5
52,1
53,0
54,1
55,0.5
56,1
57,1
58,0.5
59,1
60,1
61,1
62,1
63,1
64, 
65,1
66,1
67,0.5
68,1
69,0
70,1
71,1
72,0.5
73,0
74,1
75,1
76,1
77,1
78,1
79,1
80,0.5
81,0.5
82,1
83,1
84,1
85, 
86,1
87,1
88,1
89,1
90,1
91,1
92,0
93,1
94,1
95,1
96,0
97,1
98,1
99, 
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,0.5
109,1
110,1
111,1
112,1
113,0.5
114,0.5
115,1
116,1
117,1
118,0
119,1
120,1
121,1
122,0.5
123,1
124,1
125,1
126,0
127,0.5
128,1
129,1
130,1
131,1
132,1
133,1
134,0.5
135,0
136,1
137,1
138,0.5
139,0.5
140,1
141,0.5
142,0
143,1
144,1
145,1
146,1
147,1
148,1
149, 
150,1
