0,1
1,1
2,0.5
3,0
4,1
5,1
6,1
7,0
8,1
9, 
10,1
11,0.5
12,0.5
13,1
14,0.5
15,0
16,0
17,0.5
18,0
19,1
20,0
21, 
22,1
23,0
24,0.5
25,0
26,0.5
27,0.5
28,0
29,0.5
30,0
31,1
32,0.5
33,1
34,0.5
35,0.5
36,0.5
37,0.5
38,0.5
39,1
40,0.5
41,1
42,0.5
43,1
44,1
45, 
46,0.5
47,0.5
48,0.5
49,0
50,0.5
51,0.5
52,0
53,1
54,1
55,0
56,0.5
57,0.5
58,0.5
59,0
60,0
61,0
62,0
63,0
64,0.5
65,0
66,0.5
67,0.5
68,1
69,0
70,0
71, 
72,0.5
73,1
74,0
75,0
76, 
77,0.5
78,0
79,0.5
80,0
81,0.5
82,0
83,0
84,0.5
85,1
86,1
87,0.5
88,1
89, 
90,0
91,1
92,0
93,0
94,0
95,1
96, 
97,0.5
98,1
99,1
100,0
101,0.5
102,0.5
103,1
104,0.5
105,0.5
106,0
107,1
108,0.5
109,0
110,1
111, 
112,0
113,0.5
114,0.5
115,0
116,0
117,0.5
118,0.5
119,0.5
120, 
121,0.5
122,0.5
123,0
124,0
125,0
126,0
127,0.5
128,0.5
129,0.5
130,1
131,0
132,0.5
133,0.5
134, 
135,1
136,1
137,0.5
138,0
139,1
140,0.5
141,0
142,0
143,0.5
144,1
145, 
146,0
147, 
148,1
149,0.5
150,0
